contestantName,rank,currentRating
RAAL La Louvière II,10302,39.3985980847
Phuket Andaman,10303,39.3985822491
Aguacateros CDU,10304,39.3985316966
Meerssen,10305,39.3964647359
Ożarowianka,10306,39.3964647359
Valtti,10307,39.3961091783
Kozani,10308,39.3959669553
Hollandia,10309,39.392909167
Bistrc,10310,39.3811758984
Tzeirei Kafr Manda,10311,39.3786870447
Usagre,10312,39.3584209451
Alisontia Steinsel,10313,39.3530878439
Stratford Town,10314,39.3495324623
Gaj,10315,39.349176925
St. Louis Ambush,10316,39.3441330351
Kuşadasıspor,10317,39.3424217453
Rot-Schwarz Kiel,10318,39.3420662111
GFI,10319,39.3384444939
Dangkor Senchey,10320,39.3363654438
Znicz Kłobuck,10321,39.3346000276
Dulwich Hamlet,10322,39.3321113149
American SC New York,10323,39.3320449321
Ramsgate,10324,39.3296226096
Mosuperio,10325,39.3240249926
Hordel,10326,39.3232231165
KÍ II,10327,39.3225653937
Finglas United,10328,39.3203789134
Drwęca Nowe Miasto L,10329,39.3139794922
Aschaffenburg Leider,10330,39.3129129269
Kristall,10331,39.3114908419
Oguz,10332,39.311135321
Imeľ,10333,39.3093577191
Izarra Gorri,10334,39.3082911597
Barmbek-Uhlenhorst,10335,39.3058025266
Lyn II,10336,39.3001142507
Ytterhogdal,10337,39.2969146129
Aris Filiates,10338,39.2960613782
Kári,10339,39.2958480697
Bristol Rhythm,10340,39.2932930947
Fenixx BeigHum,10341,39.2898043511
DMV Elite,10342,39.2844053163
Zryw Wygoda,10343,39.2816276262
Boruta Zgierz,10344,39.2802055954
Štětí,10345,39.2802055954
Morpeth Town,10346,39.2698959457
Island Bay United,10347,39.2666786506
SJK Akatemia II,10348,39.2621993435
Lorentzweiler,10349,39.2617194192
Sur Belediyespor,10350,39.2606529217
Niigata UHW II,10351,39.2596772423
Kelkit Hürriyetspor,10352,39.2549649586
Javorník Makov,10353,39.2485660474
Čepin,10354,39.2471440739
Fürstenfeld,10355,39.2439446425
Wieluń,10356,39.2396787534
Saraburi United,10357,39.2371744959
Kristiansund II,10358,39.2361238628
Nové Sady,10359,39.2347019108
Zenit Izhevsk,10360,39.2339909358
7 Eylül Turgutlu 1984,10361,39.2325689876
Tigers,10362,39.2312911782
Međimurec DP,10363,39.2300805841
Rakhine United,10364,39.2282715832
Siegendorf,10365,39.2261702511
Jyväskylä Blackbird,10366,39.2208380088
Kvasice,10367,39.2187051216
Horsthausen,10368,39.2183496409
West Seattle Junction,10369,39.2154394279
Intl Pacific UFC,10370,39.2123973047
HSC '21,10371,39.2119510154
Avenir Beggen,10372,39.2098181513
DJK SpF Katernberg,10373,39.2055524399
Lokomotiva Rijeka,10374,39.204130541
Oedt 1b,10375,39.2002203318
Delaware FC,10376,39.1905562534
Rain / Lech,10377,39.18386875
Korneuburg / Stetten,10378,39.1771149312
PSC Florida,10379,39.1759821737
Miami Dutch Lions,10380,39.1731384811
Mont-Royal Outremont,10381,39.1724275595
Winchester City,10382,39.1682284122
Rebel,10383,39.1657402042
Fort Worth Vaqueros,10384,39.1578538026
Benkovski Isperih,10385,39.1572092628
Milin,10386,39.1543656355
Drongen,10387,39.1493893113
Pyrgos 1968,10388,39.1471144304
See Khwae City,10389,39.1468853299
District Elite,10390,39.1329723787
Inter Gainesville,10391,39.1319060489
Elene-Grotenberge,10392,39.126285346
Lichtenauer,10393,39.1198874403
Port City NC,10394,39.1187547621
ACDC,10395,39.1170281126
Viktoria Herxheim,10396,39.1159776337
Shatin,10397,39.1134737546
Astir Stavros,10398,39.1112148037
Doubravka,10399,39.1110015433
Beerschot VA II,10400,39.1095798087
Léopold,10401,39.1046037572
Dagon Port,10402,39.0978190235
Schwabach,10403,39.0932300391
Austria Lustenau II,10404,39.0928746129
Birmingham Legion II,10405,39.0821455382
Zarya Lugansk,10406,39.0807902163
Marloie Sport,10407,39.0807902163
Bornheim Grün-Weiss,10408,39.0786576942
Höttur / Huginn,10409,39.0775914353
Italiana,10410,39.074748085
Amern,10411,39.071193911
Olimp Comrat,10412,39.0552003197
Rosich Moskovskiy,10413,39.0448935048
Hashtag United,10414,39.040628654
Batlamaspor,10415,39.040628654
UTT,10416,39.0387852804
HPS,10417,39.0293802169
BW Bad Frankenhausen,10418,39.0217924963
Aarhus Fremad II,10419,39.0153954098
Val Kaštel Stari,10420,39.0153954098
Zwarte Leeuw,10421,39.0129076674
Orzeł Przeworsk,10422,39.0089983734
Nový Jičín,10423,39.0015352278
Doğubayazıt FK,10424,39.0008244556
Tobacco Road,10425,38.9979150173
NEO,10426,38.9965598354
Panachaiki,10427,38.9925084668
MuSa,10428,38.9902873304
Atlético Aragón,10429,38.9876089269
FC Remscheid,10430,38.9873199015
Elewijt,10431,38.982344596
Olympique de Genève,10432,38.9816338405
1862/09 Weinheim,10433,38.9780800725
Lae City,10434,38.9677564628
Lambton Jaffas,10435,38.9648621332
PuiU Helsinki,10436,38.9600804761
Łagów,10437,38.955336325
Vinodol,10438,38.9500058511
Trethomas Bluebirds,10439,38.9475183086
Maccabi Be'er Ya'akov A.,10440,38.9450307737
Pachern,10441,38.9411218057
East Atlanta Dutch Lions,10442,38.9389232984
Flora II,10443,38.9354360675
Dacia Unirea Brăila,10444,38.9322378573
Rochester,10445,38.932171507
Mils,10446,38.9283289508
Ortmann / Oed Waldegg,10447,38.9190897918
Kirchheimer SC,10448,38.9116274709
Tolka Rovers,10449,38.9116274709
Hetman Tykocin,10450,38.9105614307
Bigfoot,10451,38.9104950822
Cheng Fung,10452,38.9078841022
Borea Dresden,10453,38.9045205624
San Fernando Giants,10454,38.9030328403
Pachuca CF III,10455,38.9026774971
Dardania St. Gallen,10456,38.9020331591
Perth RedStar,10457,38.8981974072
Wiara Lecha Poznań,10458,38.8981243978
Pfullendorf,10459,38.8970583753
Łowisko,10460,38.893504977
Klei. / Hun. / Doh.,10461,38.8927942992
Spartak Varna II,10462,38.8924389605
Gimnástica Medinense,10463,38.8881749087
Weiche Flensburg II,10464,38.887819572
PAC Buzet,10465,38.886398227
Hvíti riddarinn,10466,38.8853322199
Vatan Spor Aschaffenburg,10467,38.8849768845
Koeppchen,10468,38.8807128718
Yasothon,10469,38.8771437196
Hadú Atlético,10470,38.8743168948
Denizlispor,10471,38.870408267
Mesum,10472,38.8696976095
Khimik Yunior,10473,38.8601037931
Groß-Gerau,10474,38.8586824966
FT Braunschweig,10475,38.8576165259
Rapid Lübeck,10476,38.8537079785
Uster,10477,38.8476675333
Basara Hyogo,10478,38.8456263928
Sibir II,10479,38.8448249865
Kings Hammer Sun City,10480,38.8426267399
Lohbrügge,10481,38.8409165008
Laufenburg,10482,38.8391399226
RUS Assenois,10483,38.8359420917
Berkhamsted,10484,38.8348761508
VfB Merseburg,10485,38.8309677131
Fehring,10486,38.8302570901
McKinney Chupacabras,10487,38.8294801258
OKS,10488,38.8281252247
Granica Kętrzyn,10489,38.8277699144
Morris Elite,10490,38.8259270235
SRC Hiroshima,10491,38.8253735147
Ajoie-Monterri,10492,38.8238615109
Granit Bychawa,10493,38.8235062025
FT Schweinfurt,10494,38.822795586
Ždírec nad Doubravou,10495,38.8217296624
Hungerford Town,10496,38.8135576285
Jazeera,10497,38.8122019931
Gmunden,10498,38.8089386892
Jaro II,10499,38.7986349966
Diablos Tesistán,10500,38.7985686573
Assad,10501,38.7978280655
Dinklage,10502,38.7968585111
DT Borsbeke,10503,38.7957926217
SCC Berlin,10504,38.7922396671
Start Namysłów,10505,38.7901079018
Opolanin Opole Lubelskie,10506,38.7890420213
BoMiK,10507,38.788331435
New Jersey Copa,10508,38.784712175
Ludwigsfelde,10509,38.7833573488
Moi Kompong Dewa,10510,38.7797922168
Langa,10511,38.7634613095
Loddefjord,10512,38.7581320964
Llantwit Major,10513,38.7581320964
CSL Nanov,10514,38.756000421
Chengdu Rongcheng II,10515,38.7520765409
Kirovets Voskhozhdenie,10516,38.7492501525
DEM,10517,38.7474737754
Trešnjevka,10518,38.745342128
Teachers YS,10519,38.7424178746
Aiginiakos,10520,38.7423578312
Harre-Manhay,10521,38.7414341225
Torpedo Hasselt,10522,38.7385919485
Matlock Town,10523,38.7378814066
Zonhoven United,10524,38.7336181681
Kundl,10525,38.7272233525
Brooke House,10526,38.7250254253
Bonn-Endenich,10527,38.7229601703
Signal,10528,38.7226049061
Eintracht Lokstedt,10529,38.7218943782
Illertissen II,10530,38.7204733243
Chertsey Town,10531,38.712302313
Inter Bangkok,10532,38.7097996776
Vaajakoski,10533,38.6996374087
Wierzyca Pelplin,10534,38.6959605382
Szczecinek,10535,38.6956052859
LZS Starościn,10536,38.69453953
HBS,10537,38.6906317701
Šternberk,10538,38.6895660207
Public Works,10539,38.6888432913
Maccabi Kfar Yona,10540,38.6877897749
Cuiavia Inowrocław,10541,38.6877897749
PDA,10542,38.6870129474
Schladming,10543,38.6845925421
KAC,10544,38.6767771377
Monaro Panthers,10545,38.6762106882
Pars Neu-Isenburg,10546,38.6735799486
Klausdorf,10547,38.6732247061
Sainte-Suzanne,10548,38.6711873557
Nieciecza II,10549,38.6710932547
Staaken,10550,38.6625675053
Râmnicu Sărat,10551,38.6597256089
Humpolec,10552,38.6572389577
Baglan Dragons,10553,38.6533313785
Alta II,10554,38.6519104453
Pomezania Malbork,10555,38.6515552124
Bansko,10556,38.6455162769
Unterrath,10557,38.6444505871
Grafenstein,10558,38.6426744405
GrIFK,10559,38.6424435417
URB,10560,38.637701251
Carnbee/Mt. Pleasant,10561,38.6340826657
Trenčianske Stankovce,10562,38.6270445196
Latinos,10563,38.6250087452
Qingdao Red Lions,10564,38.622055606
Echichens,10565,38.6178087997
St. Francis,10566,38.6146118444
Tavşanlı Tepecikspor,10567,38.6128357636
Kutjevo,10568,38.6075075447
Opava II,10569,38.6057314796
Banjole,10570,38.5982720488
LRC,10571,38.5972064215
Karystos,10572,38.5942226725
Maltepespor,10573,38.5915230996
Bizau,10574,38.5886814536
Kohfidisch,10575,38.5872606344
Iskra Księginice,10576,38.5783805713
Nielba Wągrowiec,10577,38.5758941711
TSV Steinbach II,10578,38.5719869865
Livyi Bereh II,10579,38.5687902131
Šampion Celje,10580,38.5602655462
Elva,10581,38.5581343936
Bühlertal,10582,38.5581343936
Dornbreite Lübeck,10583,38.5542272952
Yala City,10584,38.5531459071
Stolem Gniewino,10585,38.5517409697
PAO Kristoni,10586,38.550888517
Frisia 03 Risum-Lindholm,10587,38.5481890895
Adana Adaletgücü,10588,38.5481890895
Viktoria Goch,10589,38.5442820394
OJC Rosmalen,10590,38.5432164836
Shenzhen 2028,10591,38.5414247414
WC Predators,10592,38.5385327733
Hausen,10593,38.5378887256
GOŠK Dubrovnik,10594,38.537533543
Libramont,10595,38.5371783605
OsPa,10596,38.53446122
Oţelul Galați II,10597,38.5343369066
MS PPDB,10598,38.5265107318
Polonia Przemyśl,10599,38.5219056636
Levski Karlovo,10600,38.5215504881
Sham Shui Po,10601,38.5211794942
Silz / Mötz,10602,38.5112504656
HBC,10603,38.5105401241
Loyers,10604,38.5101849536
Gold Coast Knights,10605,38.5094587947
Jodan Boys,10606,38.5084091033
Bug Hanna,10607,38.5016609082
Machan,10608,38.4995140929
Kematen,10609,38.4984644145
Vordereifel Müllenbach,10610,38.4973989195
Đắk Lắk,10611,38.4959624436
Juventud Unida,10612,38.4945432223
Cham II,10613,38.4881646881
Leningradets II,10614,38.4856785671
Alexandreia,10615,38.4773678754
Rödinghausen II,10616,38.4753790047
Union Fürstenwalde,10617,38.4753790047
Futera United,10618,38.4728771057
Borussia Neunkirchen,10619,38.4693413917
Mārupe,10620,38.4615280775
Şehitkamil Belediyespor,10621,38.457621449
Brechin City,10622,38.4427054061
Mezitli 33 Spor,10623,38.4423502656
Mercedes,10624,38.4419807423
Sporting Mertzig,10625,38.4405745655
Central Soccer World,10626,38.4405082556
Horsens II,10627,38.4373783152
Llaranes,10628,38.4363129012
Medgidia,10629,38.4348923515
Gebzespor,10630,38.4327615316
Yuen Long,10631,38.4323905788
Schwabing München,10632,38.4281447747
Józefovia Józefów,10633,38.4203318621
Lommel II,10634,38.4185562107
Bistra,10635,38.4167805633
Bluebell United,10636,38.4160703055
Tur Milejów,10637,38.4157151768
Yantra Polski Trambesh,10638,38.4150049199
Torpedo BelAZ II,10639,38.4146497916
Canadian,10640,38.4146354092
Dinamo Bucureşti II,10641,38.4118087715
Hagen Ahrensburg,10642,38.4039960182
Neftyanik Izberbash,10643,38.3965384611
Vestia Disteln,10644,38.3947628625
EBK,10645,38.3901463246
Miltiadis Pyrgos,10646,38.3836121934
Philadelphia Union III,10647,38.3826225915
Dingolfing,10648,38.381268442
Helson Helchteren,10649,38.3780724283
SC Rheinbach,10650,38.3777173165
Kyrgyzaltyn,10651,38.3764622004
Slavia Sofia II,10652,38.3659987142
Primorac Biograd,10653,38.3645782892
Sortland,10654,38.3642231834
Karamürselspor,10655,38.3628027615
Badbaado,10656,38.3618029896
Tavşanlı Linyitspor,10657,38.3599619254
Dundela,10658,38.359251718
Septemvri Simitli,10659,38.3585415112
Cugy / Montet / Aumont,10660,38.357831305
Çeşme Belediyespor,10661,38.3549904866
Security Forces United,10662,38.3536656039
Hapoel Yafia,10663,38.3500190786
Hofherrnweiler-Unterromb,10664,38.3489537809
St. Catharines Wolves,10665,38.3482127909
Asiagoal,10666,38.3459232198
Klimontowianka Klimontów,10667,38.3432722173
Casar de Cáceres,10668,38.3407865458
SF Bad Homburg,10669,38.3400763554
Rockmount,10670,38.3322643026
Paro,10671,38.3320902563
Iraklis Ammoudia,10672,38.3307019011
Manching,10673,38.3209014529
Suluova Sebatspor,10674,38.3130895874
Tygrys Huta Mińska,10675,38.3116692565
Poza Rica,10676,38.3062767392
St. Pauli III,10677,38.3038574814
Sancti Spiritus,10678,38.3037754587
Hangzhou Linping Wuyue,10679,38.3031315096
Weston Workers,10680,38.2984622393
Eintracht Oranienburg,10681,38.2889443047
Turkse Rangers,10682,38.2878790885
Lokomotiv Plovdiv II,10683,38.2871689451
Buffalo Stallions,10684,38.287102648
Sokol Ľubotice,10685,38.2861037313
Chrudim II,10686,38.2839733078
Polonia-Stal Świdnica,10687,38.2758067371
Pontypridd United,10688,38.2715459508
Gorilas de Juanacatlán,10689,38.2675739545
Oberperfuss,10690,38.2669301247
Ahva Kafr Manda,10691,38.2644446909
Fruta Conquerors,10692,38.2641851416
Victoria Szczaniec,10693,38.2569884361
Quierschied,10694,38.2523726942
Ortaca Belediyespor,10695,38.2463367644
Hua Hin City,10696,38.2441906341
EsPa,10697,38.239235729
Slavičín,10698,38.2324898039
Levski Sofia II,10699,38.2321347568
Pelhřimov,10700,38.2314246631
Mazur Ełk,10701,38.2253888919
Dorostol Silistra,10702,38.2225485448
Kilb,10703,38.2175779618
FC Bacău II,10704,38.2150926819
Vulturul Mintiu Gherlii,10705,38.2147376425
Leinfelden-Echterdingen,10706,38.2136725254
Evesham United,10707,38.2051516399
Meux II,10708,38.1966308455
Osipovichi,10709,38.195210722
Hua Hin Maraleina,10710,38.1930647294
Hidro Mecanica Șugag,10711,38.1891752253
Welling United,10712,38.1877551151
Hume City,10713,38.1877393031
Anamur Belediyespor,10714,38.1866900341
Union Schafhausen,10715,38.1842048506
Brzesko,10716,38.1827847492
Swift,10717,38.1817196749
Lisne,10718,38.1767493468
Telfs,10719,38.1650336962
Reynir,10720,38.1629035964
Vorup,10721,38.1593534429
Sokół Bożepole Wielkie,10722,38.150833139
Draßburg,10723,38.1465730213
Sokol Medzibrod,10724,38.1465730213
SF BG Marburg,10725,38.1401828875
Springfield,10726,38.1379865696
Puch,10727,38.1334378021
Przemsza Siewierz,10728,38.131307787
APONA Anagias,10729,38.1305267829
Spfr. Dorfmerkingen,10730,38.1284677758
Neretvanac Opuzen,10731,38.1281127751
Kanchanaburi City,10732,38.1280969644
Muñiz,10733,38.1252583981
Baleine Shimonoseki,10734,38.124298467
Loutraki,10735,38.1226457845
Bülach,10736,38.119947803
Powiśle Dzierzgoń,10737,38.1195928061
Montgomery United,10738,38.1184615333
Wyvern,10739,38.1171985206
Omiš,10740,38.1167528368
Rudar Labin,10741,38.1153328559
Slovan Kendice,10742,38.1149778611
Stourbridge,10743,38.1082329897
Fellbach,10744,38.106813024
Staten Island Athletic,10745,38.1063917509
Collombey-Muraz,10746,38.1011331869
Hrvatski vitez,10747,38.1004232101
Mickleover,10748,38.0961633628
Ravine Blanche,10749,38.0959024099
Hill Country Lobos,10750,38.0950321233
Çayırovaspor,10751,38.0947434187
Vuteks-Sloga,10752,38.0865787898
Břeclav,10753,38.0855138444
Hagen / ​Uthlede,10754,38.0840939194
Brumov,10755,38.0833839578
EB / Streymur II,10756,38.0770475792
Palatia Limbach,10757,38.0723796352
Quelle Fürth,10758,38.0677649647
Burgess Hill Town,10759,38.0663450715
Mirków Długołęka,10760,38.0638602645
Nismes,10761,38.0603105537
Österåker United,10762,38.0556959534
Milevsko,10763,38.0471767619
Warta Międzychod,10764,38.0471767619
Westchester Flames,10765,38.0460455923
Buckenhofen,10766,38.0379477411
Pcimianka,10767,38.0372378209
Farsley Celtic,10768,38.0180702153
Mechanik Bobolice,10769,38.0170053619
Klingenbach,10770,38.0162954605
FK Svilengrad,10771,38.01594051
Petit Valley Diego Mart.,10772,38.0077104188
SC Scarborough,10773,38.0076660505
Sporting Cascajos,10774,38.0060019609
Grün-Weiß Brauweiler,10775,38.0035173431
Mönchröden,10776,38.0028074537
Jiangxi Lushan,10777,38.0017268127
Piast Kołodziejewo,10778,38.000322846
Hüffelsheim Niederhausen,10779,37.9928690695
Citizen AA,10780,37.991788442
Sparta Sycewice,10781,37.9871900489
Dąb Przybyszów,10782,37.9839956177
Erndtebrück,10783,37.9832857458
Kom Berkovitsa,10784,37.9797363961
Gilortul,10785,37.9786715943
Polígono Toledo,10786,37.9733476068
Leoben,10787,37.9715729522
Ann's Grove,10788,37.9709585683
Gerasdorf Stammersdorf,10789,37.9705081614
Sparta Brno,10790,37.9669588691
Newroz Hildesheim,10791,37.9641194466
Podravina Ludbreg,10792,37.9612800344
Wittenhorst,10793,37.9584406324
Kujawiak Kowal,10794,37.9566660113
Orzeł Mysłakowice,10795,37.9545364713
Apollon Paralimniou,10796,37.9526198901
KMG Holdings,10797,37.9517877627
Weerstand Koersel,10798,37.9488577259
Jiskra Domažlice II,10799,37.9477929656
Dörpum,10800,37.9456634495
Anthoupoli,10801,37.944101808
Peninsula Power,10802,37.9410337105
Granit Strzegom,10803,37.9339512133
Olimpia MCMXXI,10804,37.9321766472
Barwell,10805,37.9304020851
Marin,10806,37.9278514377
Rápido Bouzas,10807,37.9208195186
Hetman Włoszczowa,10808,37.9197547962
Basingstoke Town,10809,37.919044982
Norbritz Hokkaido,10810,37.9070689031
Nienstedten,10811,37.9066233375
Wabern,10812,37.9016547345
So Cal Eagles,10813,37.8983943843
Giouchtas,10814,37.8979637924
Grün-Weiß Nottuln,10815,37.8973959567
Vardarac,10816,37.8952665765
Rasensport Brand,10817,37.8934920973
Castello,10818,37.8924274117
SV Wiesbaden,10819,37.8892333636
Frohnauer SC,10820,37.8796512969
Dobrovce,10821,37.8771670764
ASV Weisendorf,10822,37.8750377507
Gümüşhanespor,10823,37.8739730901
Kościelec,10824,37.8611972742
TP-47,10825,37.8442873807
Holešov,10826,37.8438083019
Lokomotiv Moskva II,10827,37.8427436834
PVF Vietnam,10828,37.8384694189
Gołuchów,10829,37.8356462636
Panevėžys II,10830,37.8335170501
Germania Schöneiche,10831,37.8278391756
Slávia Staškov,10832,37.8214516157
Mikroasiatikos Asteras,10833,37.8209548077
Sozopol,10834,37.8203870274
Prečko,10835,37.8175481324
Antoing,10836,37.8175481324
Ses Païsses,10837,37.8122252318
Brothers Union,10838,37.8115032973
P-Iirot,10839,37.8102202819
Dandenong Thunder,10840,37.8075962761
Kultsu,10841,37.8054829427
Ruch Ryki,10842,37.8012246847
Wagiya,10843,37.7983038883
Rantzau,10844,37.7951921918
YMSC,10845,37.7897170354
Pskov,10846,37.7888048969
Śląsk Łubniany,10847,37.7866758101
Chumphon United,10848,37.786305159
Inchicore Athletic,10849,37.7859661158
Wanne Eickel,10850,37.7849015755
Nyva Vinnytsya,10851,37.7813531183
Olde Veste '54,10852,37.7813531183
Avanti,10853,37.7802885843
MyPa,10854,37.777574029
Buchonia Flieden,10855,37.774256252
Wolves Sports Club,10856,37.7737490064
Dálnice Speřice,10857,37.7724820454
Fredensborg BI,10858,37.7707078429
Gasco,10859,37.7693539775
Ponikve,10860,37.7689336443
Rovinj,10861,37.7685788051
Concordia Lausanne,10862,37.766449773
Dandenong City,10863,37.7625307592
SV Schwarzach,10864,37.7597078763
SF Niederwenigern,10865,37.7579337026
Olympiakos Volos,10866,37.756372433
Lednické Rovne,10867,37.7519015418
Killester Donnycarney,10868,37.7472887442
Bartınspor,10869,37.7458694273
Guizhou Zhucheng,10870,37.7394667301
Partizán Osrblie,10871,37.7330956908
Linx,10872,37.7313215771
Granat,10873,37.7302571109
Kamphaeng Phet,10874,37.7281123799
Flint Mountain,10875,37.7220962508
Blacktown City,10876,37.7192419081
Lubuszanin Drezdenko,10877,37.7174836282
CSM Fetești,10878,37.7153547347
PSK Dinskaya,10879,37.7029363039
Fliesteden,10880,37.699388217
SONIO Takamatsu,10881,37.6930923403
Głogovia Głogów Mał.,10882,37.6908728737
Rheda,10883,37.6908728737
Seuzach,10884,37.6883892493
Gimnástico Melilla,10885,37.6876796438
Saronikos Anavyssou,10886,37.6875377228
Pansdorf,10887,37.6851960295
Tacoma Stars,10888,37.6844201802
Ravnice,10889,37.6809384234
Eintracht Nordhorn,10890,37.6805836239
Pustá Polom,10891,37.6805836239
Rekord Bielsko-Biała II,10892,37.6688753315
Platense,10893,37.6674417875
Chanmari,10894,37.6640891224
Rize Özel İdarespor,10895,37.6610699003
St-Hubert,10896,37.659229705
MASV,10897,37.6522001865
Kızıltepe 47 Spor,10898,37.6486523291
Surnadal,10899,37.6404923181
La U. de Sendai,10900,37.6388090471
Doxa Dramas,10901,37.6385765018
Şanlıurfa BB,10902,37.6380088534
Mazovia Rawa Mazowiecka,10903,37.6319776146
Metal Tarnów,10904,37.627010747
Astra Ustronie Morskie,10905,37.6263011971
Horitschon,10906,37.620979593
Cento Cuore Harima,10907,37.6196511357
Spittal,10908,37.6167223358
Baťov,10909,37.6160127951
Bengaluru United,10910,37.6151293666
Bytovia Bytów,10911,37.6149484854
Bnei Jaljulia,10912,37.6149484854
Wayside Celtic,10913,37.6128198703
Nanaimo United,10914,37.6116361092
Quick,10915,37.6074983579
San Leandro United,10916,37.6056582884
Haasdonk,10917,37.5950816363
Malabar YoungStars,10918,37.5875654595
Saint Louis,10919,37.5869044441
Leventspor,10920,37.5826651118
SV Zeilsheim,10921,37.5787628162
Erie Sports Center,10922,37.5772775669
Sidekicks,10923,37.5759125818
Bromsgrove Sporting,10924,37.5716677833
Pirin Razlog,10925,37.5706035339
Veria,10926,37.5704616341
Pregarten,10927,37.569184537
Usher Celtic,10928,37.569184537
Waldhof Mannheim II,10929,37.5667012986
Atlas,10930,37.5663321838
Merani Tbilisi,10931,37.5567684238
Anif,10932,37.5493188505
Podhalanin Biecz,10933,37.5468356752
Şile Yıldızspor,10934,37.5447072456
Yelets,10935,37.5439977703
Küçükçekmece İdam Yurdu,10936,37.5408051396
Berlin Türkspor,10937,37.5347746504
Anagennisi Artas,10938,37.5346327571
Noteć Łabiszyn,10939,37.523777996
Bitburg,10940,37.5220043566
TJ Přeštice,10941,37.5134909434
Chaidari,10942,37.513349054
Thermaikos Thermis,10943,37.5122848841
Hutnik Kraków II,10944,37.5085248287
Talent Warszawa,10945,37.5074606653
Borgfeld,10946,37.5071059445
Pfeddersheim,10947,37.505687063
FS Třebíč,10948,37.505332343
Plymouth Parkway,10949,37.4993021279
Bad Ischl,10950,37.4954002489
Stadlau,10951,37.4904342493
Dozamet Nowa Sól,10952,37.4900795362
Sarıyer Yenimahallespor,10953,37.4900795362
Racing Waregem,10954,37.4893701106
Lansing City,10955,37.4878850313
Stirling Macedonia,10956,37.481639351
SVZW,10957,37.4730534997
Kvant,10958,37.4694177796
Maksimir Zagreb,10959,37.4673782368
Kiisto,10960,37.45886542
Stars FC,10961,37.4570257008
Stade-Lausanne-Ouchy III,10962,37.4567372303
Jetzendorf,10963,37.4546090464
Germania Ober-Roden,10964,37.451771477
Bracknell Town,10965,37.4514167815
Tuzla Orhanlı,10966,37.4507073911
Union Hall,10967,37.4474489156
Hřebeč,10968,37.445032291
Emmen,10969,37.4446775986
Andernach,10970,37.4429041391
Bernburg,10971,37.4411306837
Kirchberg BE,10972,37.4397119222
Berliner SC,10973,37.4390025425
Victory,10974,37.4375715735
2 Eylülspor,10975,37.4333275277
SJC Noordwijk,10976,37.431554094
Orion,10977,37.4311994078
Sigma,10978,37.4301045935
Roma United,10979,37.4266839118
Condruzien,10980,37.4255244498
Ilisiakos,10981,37.425027893
Slovan Hrádek nad Nisou,10982,37.418785491
Singbury Warriors,10983,37.4141588617
San Gwann,10984,37.4116919133
Workington,10985,37.407790473
Warta Gorzów II,10986,37.4060170976
Casa de Portugal,10987,37.4042437262
Diamond Harbour,10988,37.4022965177
Cambaceres,10989,37.4010373039
Eintracht Trier II,10990,37.3975049517
Cidlina Novy Bydzov,10991,37.3957315997
Hedensted,10992,37.3953769298
Allerød,10993,37.3953769298
Bnei Qalansawe,10994,37.3936035826
Wanze / Bas-Oha,10995,37.3928942449
CSKA Sofia III,10996,37.3918302395
Nonthaburi United,10997,37.3864944387
Keçiören Bağlumspor,10998,37.3861555688
Mizushima,10999,37.3819901963
Jeunes Tahitiens,11000,37.3786898914
Pors II,11001,37.3726783918
TuSpo Surheide,11002,37.3716144141
Union Rohrbach Berg,11003,37.3705504378
Rodopa Smolyan,11004,37.3701957794
Soignies Sports,11005,37.367713175
Latem,11006,37.3599107555
Czarni Czarna Białost.,11007,37.3577828365
Kurdistan Düren,11008,37.3574281839
Maccabi Sha'arayim,11009,37.3506898153
RESC Houffaloise,11010,37.3474979769
Beitar Ir Ma'ale Adumim,11011,37.3474979769
SAT Moreno,11012,37.3474836139
Red River,11013,37.3467224633
Treubund Lüneburg,11014,37.3350853967
Davis Legacy,11015,37.3350191797
St. Croix Legends,11016,37.3343098955
FCI Levadia II,11017,37.3308297006
Apollon Krya Vrysi,11018,37.3296239243
APOP Polis,11019,37.3279216551
Wake,11020,37.3265078116
Brickfield Rangers,11021,37.3233822886
Novalja,11022,37.3212544698
Graničar Županja,11023,37.3212544698
Bretzenheim,11024,37.3198359271
Qalali,11025,37.3182435647
Lommiswil,11026,37.3130978848
Speldorf,11027,37.3109700942
Empor Berlin,11028,37.3077784191
1. SC Feucht,11029,37.3063599011
Rot-Weiß Walldorf II,11030,37.3049413856
Český Těšín,11031,37.3035228728
Pomorzanin Serock,11032,37.303168245
Mauerwerk,11033,37.2935933555
Ezeiza,11034,37.2854226996
Blava 1928,11035,37.285082442
Aalsmeer,11036,37.285082442
SDV Barneveld,11037,37.2833093467
UCC,11038,37.2815362555
Herrensohr,11039,37.2811816378
Aische,11040,37.2673516722
Kropp,11041,37.2602594779
Shiroka,11042,37.2560041925
Victoria Hilversum,11043,37.2542311638
Virginia Beach City,11044,37.2531011385
Frauenfeld,11045,37.2489121021
Chotěboř,11046,37.2421746764
Omega Kleszczów,11047,37.2418200766
Supraślanka Supraśl,11048,37.2272816276
Frome Town,11049,37.2184168537
Chukyo University II,11050,37.2156707315
Sassport Boezinge,11051,37.2141617984
Slonim,11052,37.2141617984
Victoria Czernikowo,11053,37.1971418109
TuS Heiligenkreuz,11054,37.1925322955
Ceahlăul II,11055,37.1907594122
Czeluśnica,11056,37.1889865331
NJS,11057,37.1884014838
FC Frederick,11058,37.1882111781
